,location,total_sqft,bath,price,bhk
5728,Kothanur,1847.0,3.0,110.0,3
5729,Kothanur,1460.0,3.0,71.0,3
5730,Kothanur,1760.0,3.0,150.0,3
5731,Kothanur,4000.0,6.0,150.0,6
5732,Kothanur,1185.0,2.0,59.0,2
5733,Kothanur,1436.0,3.0,70.0,3
5734,Kothanur,1462.0,3.0,71.0,3
5735,Kothanur,1790.0,3.0,105.0,3
5737,Kothanur,1070.0,2.0,45.5,2
5739,Kothanur,1145.0,2.0,56.0,2
5740,Kothanur,3401.0,5.0,230.0,4
5741,Kothanur,1455.0,2.0,69.0,2
5742,Kothanur,627.0,1.0,30.0,1
5743,Kothanur,1302.0,2.0,68.5,2
5744,Kothanur,1760.0,3.0,111.0,3
5745,Kothanur,1185.0,2.0,58.0,2
5746,Kothanur,1500.0,1.0,75.0,1
5747,Kothanur,1075.0,2.0,53.0,2
5748,Kothanur,1790.0,3.0,97.0,3
5749,Kothanur,2700.0,4.0,175.0,4
5750,Kothanur,1786.0,2.0,106.0,3
5751,Kothanur,3400.0,5.0,265.0,4
5752,Kothanur,1787.0,3.0,107.0,3
5753,Kothanur,1141.0,2.0,54.0,2
5754,Kothanur,1760.0,3.0,110.0,3
5756,Kothanur,1160.0,2.0,57.0,2
5757,Kothanur,1095.0,2.0,55.0,2
5758,Kothanur,1142.0,2.0,56.0,2
5759,Kothanur,1074.0,2.0,54.0,2
5760,Kothanur,1285.0,2.0,60.0,2
5761,Kothanur,1075.0,2.0,53.0,2
5762,Kothanur,1140.0,2.0,56.0,2
5763,Kothanur,1400.0,2.0,70.0,2
5766,Kothanur,1140.0,2.0,56.0,2
5767,Kothanur,1787.0,3.0,120.0,3
5768,Kothanur,1185.0,2.0,59.0,2
5770,Kothanur,1790.0,3.0,105.0,3
5771,Kothanur,1130.0,2.0,55.0,2
5772,Kothanur,1600.0,4.0,250.0,4
5773,Kothanur,1600.0,5.0,130.0,4
5774,Kothanur,1094.0,2.0,54.0,2
5775,Kothanur,1170.0,3.0,80.0,3
5776,Kothanur,1400.0,2.0,65.0,2
5777,Kothanur,1195.0,2.0,59.0,2
5778,Kothanur,1790.0,3.0,120.0,3
5779,Kothanur,1454.0,3.0,71.5,3
5780,Kudlu,1152.0,2.0,53.5,2
5781,Kudlu,1027.0,2.0,43.0,2
5782,Kudlu,1092.0,2.0,44.0,2
5783,Kudlu,1027.0,2.0,43.0,2
5784,Kudlu,1092.0,2.0,44.0,2
5785,Kudlu,1143.0,2.0,55.0,2
5787,Kudlu,1293.0,2.0,85.0,3
5788,Kudlu,1024.0,2.0,44.0,2
5790,Kudlu,1600.0,3.0,79.0,3
5791,Kudlu,1027.0,2.0,42.0,2
5792,Kudlu,1076.0,2.0,50.0,2
5793,Kudlu,1293.0,2.0,80.0,3
5794,Kudlu,1030.0,2.0,75.0,2
5795,Kudlu,1027.0,2.0,44.0,2
5796,Kudlu,1700.0,3.0,125.0,3
5797,Kudlu,1084.0,2.0,53.0,2
5798,Kudlu,1300.0,2.0,56.0,2
5799,Kudlu,1027.0,2.0,44.0,2
5800,Kudlu,1245.0,2.0,60.0,3
5801,Kudlu,1027.0,2.0,44.0,2
5802,Kudlu,1110.0,2.0,46.0,2
5804,Kudlu,1027.0,2.0,44.0,2
5805,Kudlu,720.0,1.0,33.0,1
5806,Kudlu,1027.0,2.0,44.0,2
5807,Kudlu,1162.0,2.0,52.0,2
5808,Kudlu,1041.0,2.0,53.0,2
5809,Kudlu Gate,1535.0,3.0,83.0,3
5810,Kudlu Gate,1535.0,3.0,85.0,3
5812,Kudlu Gate,1535.0,3.0,86.0,3
5813,Kudlu Gate,1564.0,2.0,92.0,3
5815,Kudlu Gate,1238.0,2.0,55.0,2
5816,Kudlu Gate,1707.0,2.0,99.745,3
5817,Kudlu Gate,1335.0,3.0,89.0,3
5818,Kudlu Gate,703.0,1.0,52.0,1
5819,Kudlu Gate,1535.0,3.0,86.0,3
5820,Kudlu Gate,1532.0,3.0,83.0,3
5821,Kudlu Gate,1113.0,2.0,50.0,2
5823,Kudlu Gate,1185.0,2.0,50.0,2
5825,Kudlu Gate,1400.0,1.0,285.0,1
5828,Kudlu Gate,1215.0,2.0,45.0,2
5829,Kudlu Gate,812.0,2.0,38.25,2
5830,Kudlu Gate,1547.0,2.0,103.0,2
5831,Kudlu Gate,1336.0,2.0,86.0,2
5832,Kudlu Gate,1919.0,3.0,121.0,3
5833,Kudlu Gate,1464.0,3.0,56.0,2
5834,Kudlu Gate,1535.0,3.0,85.0,3
5835,Kudlu Gate,1850.0,3.0,120.0,3
5836,Kudlu Gate,940.0,2.0,69.57,2
5837,Kudlu Gate,1215.0,2.0,44.96,2
5838,Kudlu Gate,1164.0,2.0,75.0,2
5839,Kudlu Gate,3850.0,6.0,205.0,4
5840,Kudlu Gate,1183.0,2.0,79.54,2
5841,Kudlu Gate,1850.0,3.0,110.0,3
5843,Kudlu Gate,1183.0,2.0,79.54,2
5844,Kudlu Gate,1200.0,2.0,44.4,2
5846,Kudlu Gate,1310.0,2.0,53.0,2
5847,Kumaraswami Layout,2000.0,4.0,139.0,4
5848,Kumaraswami Layout,1000.0,2.0,48.5,2
5849,Kumaraswami Layout,1000.0,2.0,58.0,2
5850,Kumaraswami Layout,1000.0,2.0,36.0,2
5851,Kumaraswami Layout,2400.0,7.0,125.0,7
5852,Kumaraswami Layout,2600.0,4.0,325.0,4
5853,Kumaraswami Layout,800.0,1.0,90.0,2
5856,Kumaraswami Layout,850.0,1.0,78.0,1
5857,Kumaraswami Layout,2600.0,4.0,300.0,4
5858,Kumaraswami Layout,3200.0,7.0,150.0,7
5860,Kumaraswami Layout,2450.0,3.0,110.0,4
5861,Kumaraswami Layout,600.0,2.0,72.0,2
5862,Kumaraswami Layout,3100.0,7.0,145.0,7
5863,Kumaraswami Layout,3000.0,4.0,400.0,7
5865,Kumaraswami Layout,1081.0,2.0,60.0,2
5866,Kundalahalli,1724.0,3.0,125.0,3
5867,Kundalahalli,1030.0,2.0,49.0,2
5868,Kundalahalli,735.0,2.0,57.99,2
5869,Kundalahalli,1047.0,2.0,82.0,2
5870,Kundalahalli,1397.0,3.0,105.0,3
5871,Kundalahalli,1724.0,3.0,127.0,3
5872,Kundalahalli,1010.0,2.0,49.27,2
5873,Kundalahalli,1397.0,3.0,110.0,3
5874,Kundalahalli,2400.0,1.0,650.0,1
5875,Kundalahalli,1397.0,3.0,104.0,3
5876,Kundalahalli,1397.0,3.0,108.0,3
5877,Kundalahalli,1920.0,3.0,150.0,3
5878,Kundalahalli,1397.0,3.0,105.0,3
5880,Kundalahalli,1724.0,3.0,124.0,3
5881,Kundalahalli,1047.0,2.0,84.0,2
5882,Kundalahalli,1047.0,2.0,83.0,2
5883,Kundalahalli,7000.0,4.0,550.0,4
5885,Kundalahalli,1120.0,2.0,53.76,2
5886,Kundalahalli,1047.0,2.0,82.62,2
5887,Kundalahalli,1047.0,2.0,91.0,2
5888,Kundalahalli,1724.0,3.0,146.0,3
5889,Kundalahalli,2500.0,5.0,350.0,4
5890,Kundalahalli,1600.0,3.0,170.0,3
5892,Kundalahalli,1724.0,3.0,125.0,3
5893,Kundalahalli,1010.0,2.0,48.27,2
5894,Kundalahalli,1047.0,2.0,89.0,2
5895,Kundalahalli,2500.0,5.0,245.0,4
5896,Kundalahalli,1397.0,3.0,105.0,3
5898,Kundalahalli,1047.0,2.0,72.0,2
5899,Kundalahalli,1260.0,2.0,58.0,2
5900,Kundalahalli,3092.0,4.0,230.0,4
5901,Kundalahalli,1065.0,2.0,70.0,2
5902,Kundalahalli,1724.0,3.0,146.0,3
5903,Kundalahalli,1047.0,2.0,91.0,2
5904,Kundalahalli,1724.0,3.0,128.0,3
5905,Kundalahalli,1500.0,4.0,235.0,4
5906,Kundalahalli,1315.0,2.0,74.0,2
5907,Kundalahalli,2100.0,3.0,150.0,3
5908,Kundalahalli,1724.0,3.0,125.0,3
5909,Kundalahalli,1724.0,3.0,140.0,3
5910,Kundalahalli,1175.0,2.0,65.0,2
5912,LB Shastri Nagar,1043.0,2.0,55.0,2
5913,LB Shastri Nagar,1184.0,2.0,69.0,2
5914,LB Shastri Nagar,665.0,1.0,32.0,1
5915,LB Shastri Nagar,1250.0,2.0,48.5,2
5916,LB Shastri Nagar,1400.0,2.0,80.0,3
5917,LB Shastri Nagar,1184.0,2.0,62.0,2
5918,LB Shastri Nagar,2400.0,8.0,250.0,8
5919,LB Shastri Nagar,1200.0,2.0,47.0,2
5920,LB Shastri Nagar,1200.0,2.0,75.0,2
5921,LB Shastri Nagar,1000.0,2.0,49.5,2
5922,Laggere,1200.0,1.0,48.0,1
5923,Laggere,1200.0,2.0,150.0,3
5924,Laggere,2800.0,5.0,125.0,5
5925,Laggere,1200.0,3.0,130.0,3
5926,Laggere,1260.0,4.0,150.0,4
5927,Laggere,1200.0,1.0,125.0,1
5928,Laggere,1200.0,2.0,75.0,2
5929,Laggere,1500.0,1.0,60.0,1
5930,Laggere,620.0,2.0,48.0,1
5931,Laggere,1800.0,5.0,70.0,5
5932,Lakshminarayana Pura,1185.0,2.0,75.0,2
5933,Lakshminarayana Pura,1600.0,2.0,108.0,3
5934,Lakshminarayana Pura,1680.0,3.0,150.0,3
5935,Lakshminarayana Pura,1180.0,2.0,75.0,2
5936,Lakshminarayana Pura,1172.0,2.0,82.0,2
5937,Lakshminarayana Pura,1750.0,3.0,150.0,3
5938,Lakshminarayana Pura,1179.0,2.0,75.0,2
5939,Lakshminarayana Pura,1149.0,2.0,75.0,2
5940,Lakshminarayana Pura,1336.0,2.0,100.0,2
5941,Lakshminarayana Pura,1175.0,2.0,75.0,2
5942,Lakshminarayana Pura,1190.0,2.0,75.0,2
5943,Lakshminarayana Pura,1200.0,2.0,75.0,2
5944,Lakshminarayana Pura,1200.0,2.0,75.0,2
5945,Lakshminarayana Pura,1656.0,3.0,150.0,3
5946,Lakshminarayana Pura,1165.0,2.0,75.0,2
5947,Lakshminarayana Pura,1145.0,2.0,75.0,2
5948,Lakshminarayana Pura,1695.0,3.0,150.0,3
5949,Lakshminarayana Pura,1300.0,2.0,70.0,2
5950,Lakshminarayana Pura,1569.0,3.0,150.0,3
5951,Lakshminarayana Pura,1649.0,3.0,150.0,3
5952,Lakshminarayana Pura,1395.0,2.0,75.0,2
5953,Lakshminarayana Pura,1500.0,3.0,104.0,3
5954,Lakshminarayana Pura,1700.0,3.0,150.0,3
5955,Lakshminarayana Pura,1210.0,2.0,75.0,2
5956,Lakshminarayana Pura,1169.0,2.0,75.0,2
5957,Lakshminarayana Pura,1200.0,2.0,75.0,2
5958,Lakshminarayana Pura,1172.0,2.0,75.0,2
5959,Lakshminarayana Pura,1172.0,2.0,75.0,2
5960,Lakshminarayana Pura,1720.0,3.0,150.0,3
5961,Lakshminarayana Pura,1180.0,2.0,75.0,2
5962,Lakshminarayana Pura,1200.0,2.0,83.0,2
5963,Lakshminarayana Pura,1200.0,2.0,80.0,2
5964,Lakshminarayana Pura,1615.0,3.0,150.0,3
5965,Lakshminarayana Pura,1195.0,2.0,75.0,2
5966,Lakshminarayana Pura,1200.0,2.0,80.0,2
5967,Lingadheeranahalli,1521.0,3.0,95.0,3
5968,Lingadheeranahalli,1511.0,3.0,95.0,3
5969,Lingadheeranahalli,1683.0,3.0,109.0,3
5970,Lingadheeranahalli,1519.0,3.0,93.0,3
5971,Lingadheeranahalli,1521.0,3.0,94.99,3
5972,Lingadheeranahalli,1687.0,3.0,127.0,3
5973,Lingadheeranahalli,1893.0,3.0,140.0,3
5974,Lingadheeranahalli,1530.0,2.0,90.0,3
5975,Lingadheeranahalli,1682.0,3.0,120.0,3
5976,Lingadheeranahalli,1521.0,3.0,94.71,3
5977,Lingadheeranahalli,1893.0,3.0,130.0,3
5978,Lingadheeranahalli,1705.0,3.0,110.0,3
5979,Lingadheeranahalli,2245.0,4.0,154.0,4
5980,Lingadheeranahalli,1682.0,3.0,113.0,3
5981,Lingadheeranahalli,1682.0,3.0,114.0,3
5982,Lingadheeranahalli,1506.0,3.0,95.0,3
5983,Lingadheeranahalli,1683.0,3.0,140.0,3
5984,Lingadheeranahalli,1683.0,3.0,110.0,3
5985,Lingadheeranahalli,1684.0,3.0,120.0,3
5986,Lingadheeranahalli,2236.0,4.0,153.0,4
5987,Lingadheeranahalli,1894.0,4.0,114.0,3
5988,Lingadheeranahalli,2240.0,4.0,160.0,4
5989,Lingadheeranahalli,1768.0,3.0,81.31,3
5990,Magadi Road,3600.0,6.0,141.0,6
5991,Magadi Road,1116.0,2.0,50.0,2
5993,Magadi Road,884.0,2.0,41.1,2
5994,Magadi Road,1005.0,2.0,55.78,2
5995,Magadi Road,1000.0,2.0,46.5,2
5996,Magadi Road,1500.0,2.0,93.0,4
5997,Magadi Road,1350.0,1.0,100.0,2
5999,Magadi Road,1345.0,2.0,55.0,2
6000,Magadi Road,440.0,1.0,35.0,1
6001,Magadi Road,1200.0,4.0,130.0,4
6002,Magadi Road,600.0,1.0,22.0,2
6004,Magadi Road,5000.0,6.0,360.0,5
6005,Magadi Road,1116.0,2.0,51.89,2
6006,Magadi Road,1052.0,2.0,60.0,3
6007,Magadi Road,1200.0,3.0,98.0,3
6008,Magadi Road,750.0,2.0,27.0,2
6009,Magadi Road,940.0,2.0,50.0,2
6010,Magadi Road,1318.0,2.0,68.0,3
6012,Magadi Road,884.0,2.0,48.0,2
6013,Mahadevpura,1451.0,2.0,90.0,2
6014,Mahadevpura,1225.0,2.0,48.0,2
6016,Mahadevpura,1150.0,2.0,52.0,2
6017,Mahadevpura,1250.0,2.0,52.0,2
6018,Mahadevpura,1192.0,2.0,75.0,2
6019,Mahadevpura,1260.0,2.0,57.6,2
6020,Mahadevpura,3555.0,4.0,230.0,4
6021,Mahadevpura,730.0,1.0,35.0,1
6022,Mahadevpura,3295.0,4.0,260.0,5
6023,Mahadevpura,1058.0,2.0,85.0,2
6024,Mahadevpura,1475.0,2.0,55.0,2
6026,Mahadevpura,1146.0,2.0,53.8,2
6027,Mahadevpura,1532.0,2.0,62.0,2
6029,Mahadevpura,1136.0,2.0,64.5,2
6031,Mahadevpura,1438.0,2.0,89.0,2
6032,Mahadevpura,1137.0,2.0,53.4,2
6033,Mahadevpura,1601.0,3.0,95.0,3
6034,Mahadevpura,1450.0,3.0,75.0,3
6035,Mahadevpura,1152.0,2.0,54.0,2
6036,Mahadevpura,1212.0,2.0,56.9,2
6038,Mahadevpura,1505.0,3.0,78.0,3
6040,Mahadevpura,1236.0,2.0,58.0,2
6041,Mahadevpura,1236.0,2.0,58.0,2
6042,Mahadevpura,1120.0,2.0,53.0,2
6043,Mahadevpura,1050.0,2.0,42.0,2
6044,Mahalakshmi Layout,3750.0,4.0,760.0,4
6045,Mahalakshmi Layout,1575.0,5.0,158.0,4
6046,Mahalakshmi Layout,1105.0,2.0,80.0,2
6047,Mahalakshmi Layout,4320.0,7.0,821.0,9
6048,Mahalakshmi Layout,1200.0,3.0,160.0,4
6049,Mahalakshmi Layout,4482.0,6.0,852.0,8
6050,Mahalakshmi Layout,1200.0,2.0,110.0,3
6051,Mahalakshmi Layout,1876.0,3.0,150.0,3
6052,Mallasandra,1665.0,3.0,95.0,3
6054,Mallasandra,1340.0,2.0,61.0,2
6055,Mallasandra,1200.0,2.0,130.0,2
6056,Mallasandra,1325.0,2.0,70.0,2
6058,Mallasandra,1325.0,2.0,70.0,2
6059,Mallasandra,905.0,2.0,40.0,2
6060,Mallasandra,1325.0,2.0,65.0,2
6061,Mallasandra,1810.0,3.0,57.0,4
6062,Mallasandra,1325.0,2.0,73.0,2
6063,Mallasandra,1565.0,2.0,69.0,2
6064,Mallasandra,905.0,2.0,35.0,2
6066,Mallasandra,1100.0,2.0,76.3,3
6067,Malleshpalya,1140.0,2.0,46.5,2
6068,Malleshpalya,1225.0,2.0,46.86,2
6070,Malleshpalya,1052.0,2.0,50.0,2
6071,Malleshpalya,1405.0,2.0,77.0,3
6072,Malleshpalya,1065.0,2.0,50.0,2
6073,Malleshpalya,1210.0,2.0,55.0,2
6075,Malleshpalya,1060.0,2.0,40.0,2
6076,Malleshpalya,2592.0,4.0,250.0,4
6077,Malleshpalya,1430.0,2.0,69.5,3
6078,Malleshpalya,1200.0,3.0,149.0,3
6079,Malleshpalya,1421.0,2.0,90.0,2
6080,Malleshpalya,1245.0,2.0,55.0,2
6081,Malleshpalya,1200.0,3.0,149.0,3
6082,Malleshpalya,1200.0,2.0,46.0,2
6083,Malleshpalya,1225.0,2.0,52.0,2
6084,Malleshwaram,1100.0,2.0,75.0,2
6085,Malleshwaram,705.0,1.0,67.0,1
6086,Malleshwaram,12000.0,7.0,2200.0,7
6087,Malleshwaram,2500.0,5.0,325.0,4
6088,Malleshwaram,2006.0,3.0,297.0,3
6089,Malleshwaram,686.0,1.0,62.5,1
6090,Malleshwaram,2475.0,4.0,332.0,3
6091,Malleshwaram,2610.0,3.0,399.0,3
6092,Malleshwaram,2475.0,4.0,320.0,3
6093,Malleshwaram,900.0,2.0,95.0,2
6094,Malleshwaram,1420.0,2.0,158.0,2
6095,Malleshwaram,2000.0,3.0,250.0,3
6096,Malleshwaram,3000.0,4.0,900.0,7
6097,Malleshwaram,1124.0,3.0,80.0,2
6098,Malleshwaram,2215.0,3.0,275.0,3
6099,Malleshwaram,5500.0,5.0,1500.0,4
6100,Malleshwaram,1600.0,3.0,160.0,3
6101,Malleshwaram,2475.0,4.0,300.0,3
6102,Malleshwaram,2345.0,2.0,293.0,3
6104,Malleshwaram,7500.0,7.0,1700.0,5
6105,Malleshwaram,2215.0,4.0,310.0,3
6106,Malleshwaram,480.0,1.0,60.0,1
6107,Malleshwaram,1290.0,2.0,120.0,2
6108,Malleshwaram,2475.0,4.0,326.0,3
6109,Malleshwaram,3000.0,5.0,815.0,4
6110,Malleshwaram,4000.0,4.0,1100.0,4
6111,Malleshwaram,2476.0,3.0,337.0,3
6112,Malleshwaram,900.0,2.0,90.0,2
6114,Malleshwaram,2050.0,4.0,270.0,3
6115,Malleshwaram,6500.0,4.0,1400.0,4
6116,Malleshwaram,900.0,2.0,72.0,2
6117,Malleshwaram,620.0,1.0,86.8,1
6118,Malleshwaram,600.0,1.0,68.0,2
6119,Malleshwaram,2475.0,4.0,337.0,3
6120,Malleshwaram,2215.0,3.0,275.0,3
6121,Malleshwaram,2215.0,3.0,330.0,3
6123,Malleshwaram,1020.0,2.0,80.0,2
6124,Malleshwaram,600.0,1.0,90.0,2
6125,Malleshwaram,2200.0,3.0,275.0,3
6126,Malleshwaram,2475.0,4.0,326.0,3
6127,Malleshwaram,1500.0,2.0,140.0,2
6128,Malleshwaram,2475.0,4.0,340.0,3
6129,Malleshwaram,1400.0,2.0,190.0,2
6130,Malleshwaram,2475.0,4.0,300.0,3
6131,Malleshwaram,3000.0,4.0,900.0,5
6132,Malleshwaram,2400.0,3.0,380.0,3
6133,Malleshwaram,580.0,1.0,45.0,1
6134,Malleshwaram,1410.0,2.0,125.0,2
6137,Marathahalli,1220.0,2.0,57.0,2
6138,Marathahalli,1200.0,2.0,52.0,2
6139,Marathahalli,1200.0,2.0,60.0,2
6140,Marathahalli,1200.0,2.0,128.0,2
6141,Marathahalli,1933.0,3.0,140.0,3
6142,Marathahalli,950.0,2.0,46.96,2
6143,Marathahalli,1780.0,4.0,175.0,4
6144,Marathahalli,1230.0,2.0,80.0,2
6145,Marathahalli,3800.0,4.0,250.0,4
6146,Marathahalli,1019.0,2.0,49.85,2
6147,Marathahalli,1215.0,2.0,67.0,2
6148,Marathahalli,2181.0,3.0,152.0,4
6150,Marathahalli,1170.0,2.0,53.0,2
6151,Marathahalli,1019.0,2.0,49.86,2
6152,Marathahalli,1325.0,2.0,71.55,2
6153,Marathahalli,1220.0,2.0,56.5,2
6155,Marathahalli,1937.0,3.0,160.0,3
6156,Marathahalli,1152.0,2.0,56.0,2
6157,Marathahalli,1610.0,3.0,90.0,3
6158,Marathahalli,1146.0,2.0,70.0,2
6160,Marathahalli,1469.0,3.0,89.0,3
6166,Marathahalli,2519.0,5.0,185.0,4
6168,Marathahalli,957.0,2.0,46.9,2
6169,Marathahalli,1583.0,3.0,105.0,3
6170,Marathahalli,2524.0,5.0,190.0,4
6174,Marathahalli,1071.0,2.0,52.25,2
6175,Marathahalli,1215.0,2.0,58.86,2
6176,Marathahalli,1102.0,2.0,53.67,2
6177,Marathahalli,1900.0,3.0,123.0,3
6178,Marathahalli,1045.0,2.0,60.0,2
6180,Marathahalli,1215.0,2.0,58.86,2
6181,Marathahalli,1365.0,2.0,73.0,2
6186,Marathahalli,1208.0,2.0,70.0,2
6187,Marathahalli,1730.0,3.0,139.0,3
6188,Marathahalli,1325.0,1.0,92.0,2
6189,Marathahalli,1525.0,3.0,90.0,3
6190,Marathahalli,1937.0,3.0,140.0,3
6192,Marathahalli,1350.0,2.0,86.0,2
6193,Marathahalli,957.0,2.0,47.0,2
6195,Marathahalli,1230.0,2.0,57.0,2
6196,Marathahalli,1200.0,2.0,58.0,2
6198,Marathahalli,607.0,1.0,35.0,1
6199,Marathahalli,1583.0,3.0,109.0,3
6200,Marathahalli,2500.0,3.0,200.0,5
6201,Marathahalli,1075.0,2.0,52.43,2
6202,Marathahalli,1360.0,2.0,103.0,2
6203,Marathahalli,1220.0,2.0,58.5,2
6204,Marathahalli,4000.0,4.0,650.0,4
6205,Marathahalli,950.0,2.0,45.68,2
6206,Marathahalli,615.0,1.0,44.0,1
6207,Marathahalli,1595.0,3.0,90.0,3
6208,Marathahalli,1350.0,2.0,89.0,2
6209,Marathahalli,1020.0,2.0,57.0,2
6211,Marathahalli,1600.0,3.0,88.0,2
6212,Marathahalli,780.0,1.0,55.0,1
6213,Marathahalli,1710.0,3.0,100.0,3
6215,Marathahalli,1358.0,2.0,81.0,2
6216,Marathahalli,1290.0,2.0,52.0,2
6217,Marathahalli,1205.0,2.0,75.0,2
6218,Marathahalli,1730.0,3.0,110.0,3
6219,Marathahalli,1583.0,3.0,115.0,3
6221,Marathahalli,1200.0,2.0,67.0,2
6222,Marathahalli,1095.0,2.0,60.0,2
6223,Marathahalli,1060.0,2.0,48.0,2
6224,Marathahalli,2396.0,4.0,325.0,4
6225,Marathahalli,1050.0,2.0,65.0,2
6226,Marathahalli,1102.0,2.0,53.67,2
6227,Marathahalli,1026.0,2.0,49.95,2
6230,Marathahalli,1220.0,2.0,59.0,2
6231,Marathahalli,881.0,2.0,48.06,2
6233,Marathahalli,1710.0,3.0,100.0,3
6234,Marathahalli,1152.0,2.0,90.0,2
6235,Marathahalli,1680.0,3.0,105.0,3
6236,Marathahalli,1910.0,3.0,119.0,3
6238,Marathahalli,1602.0,2.0,104.0,2
6239,Marathahalli,700.0,1.0,38.0,1
6240,Marathahalli,1469.0,3.0,89.0,3
6242,Marathahalli,3090.0,4.0,325.0,4
6243,Marathahalli,1690.0,3.0,116.0,3
6244,Marathahalli,1065.0,2.0,55.0,2
6245,Marathahalli,1693.0,3.0,125.0,3
6246,Marathahalli,1693.0,3.0,125.0,3
6247,Marathahalli,1196.0,2.0,57.9,2
6249,Marathahalli,2122.0,3.0,125.0,3
6250,Marathahalli,1730.0,3.0,115.0,3
6251,Marathahalli,1200.0,1.0,103.0,2
6253,Marathahalli,1314.0,2.0,55.0,2
6255,Marathahalli,1125.0,2.0,55.0,2
6256,Marathahalli,1950.0,3.0,115.0,3
6257,Marathahalli,1250.0,2.0,68.0,2
6258,Marathahalli,1125.0,2.0,56.8,2
6259,Marathahalli,1350.0,2.0,90.0,2
6260,Marathahalli,1200.0,2.0,53.0,2
6261,Marathahalli,1248.0,2.0,130.0,2
6262,Marathahalli,2500.0,5.0,175.0,4
6263,Marathahalli,957.0,2.0,47.0,2
6266,Marathahalli,1350.0,2.0,60.0,2
6267,Marathahalli,3400.0,4.0,235.0,4
6268,Marathahalli,1350.0,2.0,99.0,2
6270,Marathahalli,1720.0,3.0,175.0,3
6271,Marathahalli,1285.0,2.0,55.0,2
6272,Marathahalli,2500.0,5.0,181.0,4
6273,Marathahalli,3800.0,4.0,235.0,4
6274,Marathahalli,3951.0,4.0,230.0,4
6275,Marathahalli,1125.0,2.0,54.8,2
6276,Marathahalli,1700.0,3.0,126.0,3
6278,Marathahalli,1270.0,2.0,73.0,2
6280,Marathahalli,950.0,2.0,46.7,2
6282,Marathahalli,1019.0,2.0,49.86,2
6283,Marathahalli,1144.0,2.0,65.0,2
6284,Marathahalli,1240.0,2.0,55.0,2
6285,Marathahalli,1100.0,2.0,75.0,1
6286,Marathahalli,1710.0,3.0,135.0,3
6287,Marathahalli,1156.0,2.0,52.0,2
6288,Marathahalli,2524.0,5.0,180.0,4
6289,Marathahalli,3090.0,4.0,350.0,4
6290,Marathahalli,1135.0,2.0,60.0,2
6291,Marathahalli,1839.0,3.0,130.0,3
6292,Marathahalli,1170.0,2.0,85.0,2
6293,Marathahalli,1102.0,2.0,53.67,2
6295,Marathahalli,1449.0,3.0,110.0,3
6296,Marathahalli,1360.0,2.0,101.0,2
6297,Marathahalli,1026.0,2.0,50.18,2
6300,Marathahalli,1270.0,2.0,80.0,2
6301,Marathahalli,1100.0,2.0,50.0,2
6302,Marathahalli,1196.0,2.0,57.95,2
6304,Marathahalli,1485.0,2.0,90.0,3
6305,Marathahalli,1146.0,2.0,69.0,2
6306,Margondanahalli,2400.0,2.0,82.0,2
6307,Margondanahalli,1090.0,2.0,58.0,2
6308,Margondanahalli,1200.0,2.0,58.5,2
6309,Margondanahalli,1200.0,2.0,67.0,2
6311,Margondanahalli,1200.0,1.0,53.0,2
6312,Margondanahalli,1000.0,2.0,57.0,2
6314,Margondanahalli,1360.0,2.0,45.0,4
6315,Margondanahalli,600.0,2.0,35.0,2
6316,Margondanahalli,1200.0,2.0,69.0,2
6317,Margondanahalli,900.0,2.0,49.0,2
6318,Margondanahalli,1140.0,2.0,60.0,2
6319,Margondanahalli,900.0,2.0,55.0,2
6320,Margondanahalli,900.0,2.0,65.0,2
6321,Margondanahalli,1100.0,2.0,55.0,2
6322,Margondanahalli,900.0,2.0,55.0,2
6323,Margondanahalli,1152.0,1.0,66.0,2
6325,Margondanahalli,1200.0,2.0,65.0,2
6326,Margondanahalli,1050.0,2.0,58.0,2
6327,Margondanahalli,1160.0,2.0,65.0,2
6328,Margondanahalli,1334.0,2.0,67.76,2
6329,Marsur,1000.0,4.0,66.0,3
6330,Marsur,1800.0,4.0,145.0,4
6331,Marsur,1200.0,3.0,90.0,3
6332,Marsur,1200.0,3.0,120.0,3
6333,Marsur,1200.0,3.0,150.0,3
6334,Mico Layout,5000.0,9.0,210.0,9
6336,Mico Layout,1125.0,2.0,40.0,2
6337,Mico Layout,800.0,2.0,80.0,2
6338,Mico Layout,1190.0,2.0,39.25,2
6339,Mico Layout,800.0,1.0,29.5,1
6340,Mico Layout,3600.0,4.0,330.0,4
6342,Mico Layout,1171.0,2.0,39.0,2
6343,Mico Layout,1200.0,2.0,53.5,2
6345,Mico Layout,1140.0,2.0,43.0,2
6346,Munnekollal,1170.0,2.0,52.0,2
6347,Munnekollal,1102.0,2.0,53.67,2
6348,Munnekollal,1390.0,3.0,68.0,3
6349,Munnekollal,1200.0,2.0,49.5,2
6350,Munnekollal,950.0,2.0,46.5,2
6351,Munnekollal,1560.0,3.0,75.0,3
6352,Munnekollal,1210.0,2.0,75.0,2
6353,Munnekollal,1750.0,3.0,86.5,3
6354,Munnekollal,1385.0,2.0,66.5,3
6355,Munnekollal,1080.0,2.0,45.0,2
6356,Munnekollal,1170.0,2.0,59.0,2
6357,Munnekollal,1222.0,3.0,95.0,3
6359,Munnekollal,1200.0,2.0,40.0,2
6360,Munnekollal,7200.0,10.0,200.0,10
6362,Munnekollal,1200.0,2.0,57.9,3
